,location,latitude,longitude,elevation,condition,temperature,humidity,pressure,time
10851,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Mostly Cloudy,77.01,0.91,1016.27,1532394000
10852,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Mostly Cloudy,76.23,0.91,1016.87,1532397600
10853,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Mostly Cloudy,76.41,0.91,1017.27,1532401200
10854,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,72.71,0.75,1020.52,1532923200
10855,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,70.34,0.79,1020.25,1532926800
10856,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,70.81,0.79,1020,1532930400
10857,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,70.69,0.77,1020.26,1532934000
10858,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,70.96,0.79,1020,1532937600
10859,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,69.88,0.83,1019.83,1532941200
10860,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,70.4,0.83,1019.72,1532944800
10861,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,70.96,0.85,1019.57,1532948400
10862,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,71.37,0.86,1019.73,1532952000
10863,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,73.64,0.87,1019.62,1532955600
10864,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,75.56,0.85,1019.74,1532959200
10865,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,75.53,0.77,1019.92,1532962800
10866,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,75.97,0.72,1019.89,1532966400
10867,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,76.25,0.7,1019.57,1532970000
10868,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,76.36,0.69,1019.08,1532973600
10869,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,76.15,0.72,1019.09,1532977200
10870,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,75.75,0.74,1019,1532980800
10871,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,73.4,0.8,1018.68,1532984400
10872,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Light Rain,72.17,0.88,1019.43,1532988000
10873,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Light Rain,71.22,0.9,1018.99,1532991600
10874,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,70.8,0.91,1018.45,1532995200
10875,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,70.4,0.92,1018.39,1532998800
10876,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,70.18,0.91,1019.18,1533002400
10877,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,70.2,0.91,1019.08,1533006000
10878,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,77.16,0.85,1021,1533528000
10879,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,76.19,0.83,1021.04,1533531600
10880,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,75.31,0.85,1020.84,1533535200
10881,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,75.12,0.86,1020.58,1533538800
10882,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,73.6,0.89,1020.49,1533542400
10883,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,72.99,0.9,1020.4,1533546000
10884,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,72.35,0.92,1020.29,1533549600
10885,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,71.94,0.9,1020.5,1533553200
10886,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,76.65,0.84,1020.41,1533556800
10887,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,80,0.75,1020.46,1533560400
10888,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,83.26,0.68,1020.43,1533564000
10889,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,85.97,0.62,1019.97,1533567600
10890,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,88.33,0.56,1019.79,1533571200
10891,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,90.46,0.52,1019.72,1533574800
10892,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,90.59,0.51,1019.22,1533578400
10893,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,90.48,0.51,1018.29,1533582000
10894,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,88.06,0.56,1018.02,1533585600
10895,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,88.39,0.57,1017.28,1533589200
10896,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,88.45,0.57,1017.18,1533592800
10897,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,86.23,0.66,1017.28,1533596400
10898,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,84.29,0.72,1017.45,1533600000
10899,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,80.44,0.8,1017.7,1533603600
10900,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,79.26,0.83,1018.27,1533607200
10901,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,78.43,0.84,1018.02,1533610800
10902,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,72.58,0.92,1016.5,1534132800
10903,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,72.51,0.94,1017,1534136400
10904,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,72.14,0.92,1016.27,1534140000
10905,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,72.13,0.92,1015.84,1534143600
10906,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,71.79,0.93,1015.84,1534147200
10907,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,70.84,0.93,1015.89,1534150800
10908,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,69.89,0.94,1015.79,1534154400
10909,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,69.67,0.95,1015.7,1534158000
10910,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,72.12,0.93,1015.73,1534161600
10911,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,75.16,0.83,1015.78,1534165200
10912,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,78.03,0.76,1016.13,1534168800
10913,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,79.59,0.72,1016,1534172400
10914,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,80.21,0.69,1015.89,1534176000
10915,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,81.81,0.66,1014.93,1534179600
10916,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,83.77,0.61,1014.45,1534183200
10917,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,83.06,0.58,1013.59,1534186800
10918,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,83.62,0.59,1012.95,1534190400
10919,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,80.87,0.6,1013.15,1534194000
10920,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,75.67,0.74,1013.19,1534197600
10921,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,75.55,0.74,1013.46,1534201200
10922,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,74.77,0.78,1013.86,1534204800
10923,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,73.46,0.85,1014.09,1534208400
10924,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,71.44,0.87,1014.05,1534212000
10925,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,70.88,0.88,1013.83,1534215600
10926,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,72.49,0.87,1017.35,1534737600
10927,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,72.13,0.87,1017.47,1534741200
10928,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,72.04,0.87,1017.65,1534744800
10929,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,71.4,0.87,1017.72,1534748400
10930,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,71.15,0.86,1017.99,1534752000
10931,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,70.49,0.87,1017.97,1534755600
10932,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,70.07,0.88,1018.39,1534759200
10933,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,69.68,0.87,1018.38,1534762800
10934,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,69.78,0.86,1018.77,1534766400
10935,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,71.3,0.82,1019.71,1534770000
10936,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,72.1,0.81,1019.76,1534773600
10937,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,73.35,0.79,1019.93,1534777200
10938,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,74.61,0.76,1019.66,1534780800
10939,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,74.97,0.76,1019.59,1534784400
10940,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,76.07,0.76,1019.49,1534788000
10941,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,77.89,0.72,1018.86,1534791600
10942,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,78.41,0.71,1018.59,1534795200
10943,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,78.96,0.7,1018.3,1534798800
10944,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,78.18,0.72,1018.29,1534802400
10945,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,77.02,0.76,1018.09,1534806000
10946,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,75.81,0.81,1018.44,1534809600
10947,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,75.01,0.82,1019.1,1534813200
10948,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,74.73,0.84,1019.45,1534816800
10949,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,74.15,0.85,1019.41,1534820400
10950,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,76.69,0.82,1019.66,1535342400
10951,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,74.95,0.84,1019.58,1535346000
10952,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,74.74,0.86,1019.21,1535349600
10953,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,73.56,0.88,1018.84,1535353200
10954,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,72.73,0.9,1018.93,1535356800
10955,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,72.23,0.88,1019.08,1535360400
10956,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,72.64,0.91,1019.6,1535364000
10957,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,70.98,0.91,1020.09,1535367600
10958,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,74.34,0.9,1019.89,1535371200
10959,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,79.01,0.79,1020.44,1535374800
10960,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,82.83,0.7,1020.62,1535378400
10961,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,85.18,0.64,1020.87,1535382000
10962,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,87.21,0.59,1020.73,1535385600
10963,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Mostly Cloudy,88.43,0.59,1020.25,1535389200
10964,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Mostly Cloudy,89.72,0.57,1019.74,1535392800
10965,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Mostly Cloudy,91.2,0.56,1019.4,1535396400
10966,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,91.66,0.54,1018.8,1535400000
10967,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,91.75,0.54,1018.62,1535403600
10968,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Mostly Cloudy,90.93,0.58,1018.59,1535407200
10969,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,88.25,0.64,1018.83,1535410800
10970,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,85.37,0.73,1018.71,1535414400
10971,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,83.28,0.76,1018.98,1535418000
10972,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,81.65,0.8,1019.37,1535421600
10973,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,81.29,0.82,1018.96,1535425200
10974,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,77.94,0.85,1023.73,1535947200
10975,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,77.8,0.87,1023.88,1535950800
10976,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,76.47,0.89,1024.1,1535954400
10977,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,76.32,0.91,1024.08,1535958000
10978,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,76.06,0.92,1024.17,1535961600
10979,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,75.86,0.91,1024.21,1535965200
10980,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,74.93,0.93,1024.6,1535968800
10981,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,74.78,0.93,1025.01,1535972400
10982,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,76.85,0.9,1025.37,1535976000
10983,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,80.04,0.83,1025.57,1535979600
10984,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,83.54,0.75,1025.67,1535983200
10985,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,85.66,0.7,1024.71,1535986800
10986,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,88.43,0.61,1025.24,1535990400
10987,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,90.42,0.57,1024.84,1535994000
10988,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,91.45,0.53,1024.41,1535997600
10989,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,91.73,0.53,1023.65,1536001200
10990,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,91.79,0.51,1022.82,1536004800
10991,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,92.12,0.53,1022.65,1536008400
10992,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,91.74,0.54,1022.64,1536012000
10993,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,89.82,0.6,1022.82,1536015600
10994,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,86.34,0.69,1023.02,1536019200
10995,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Partly Cloudy,83.21,0.77,1023.87,1536022800
10996,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,81.59,0.82,1024.16,1536026400
10997,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid,81.03,0.82,1024.46,1536030000
10998,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,62.88,0.88,1019.26,1536552000
10999,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,63.12,0.88,1019.09,1536555600
11000,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,63.15,0.88,1018.38,1536559200
11001,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Drizzle,63.46,0.88,1017.88,1536562800
11002,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,63.19,0.89,1018.02,1536566400
11003,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,63.02,0.89,1017.64,1536570000
11004,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,62.77,0.9,1017.66,1536573600
11005,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,63.27,0.91,1018.12,1536577200
11006,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,63.14,0.91,1018.1,1536580800
11007,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,64.28,0.93,1018.08,1536584400
11008,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,65.06,0.91,1018.24,1536588000
11009,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,66.47,0.91,1018.27,1536591600
11010,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,67.8,0.9,1018.11,1536595200
11011,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,69.39,0.91,1017.58,1536598800
11012,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,69.87,0.9,1017.15,1536602400
11013,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,71.09,0.9,1016.9,1536606000
11014,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,72,0.9,1016.2,1536609600
11015,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,73.35,0.88,1015.73,1536613200
11016,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,74,0.88,1015.63,1536616800
11017,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,74.01,0.89,1015.93,1536620400
11018,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,73.3,0.91,1016.22,1536624000
11019,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,73.11,0.92,1017.1,1536627600
11020,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,72.81,0.95,1017.72,1536631200
11021,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,72.34,0.93,1017.89,1536634800
11022,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,72.54,0.91,1021.03,1537156800
11023,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,71.59,0.91,1020.88,1537160400
11024,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,71.26,0.92,1020.25,1537164000
11025,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,71.55,0.94,1019.73,1537167600
11026,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,71.79,0.93,1019.38,1537171200
11027,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,72.38,0.94,1018.88,1537174800
11028,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,73.38,0.92,1018.6,1537178400
11029,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,73.32,0.93,1018.32,1537182000
11030,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,73.69,0.93,1018.19,1537185600
11031,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Overcast,74.92,0.92,1017.7,1537189200
11032,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Mostly Cloudy,76.14,0.89,1017.47,1537192800
11033,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Overcast,76.84,0.87,1016.89,1537196400
11034,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Overcast,78.07,0.84,1016.37,1537200000
11035,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Overcast,78.16,0.84,1015.74,1537203600
11036,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Light Rain and Humid,76.95,0.88,1014.57,1537207200
11037,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Light Rain and Humid,76.51,0.89,1013.91,1537210800
11038,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Light Rain and Humid,76.59,0.89,1013.16,1537214400
11039,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Overcast,76.77,0.91,1012.53,1537218000
11040,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Overcast,76.79,0.9,1012.21,1537221600
11041,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Overcast,77.11,0.92,1011.72,1537225200
11042,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Overcast,76.9,0.91,1011.48,1537228800
11043,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Overcast,77.01,0.92,1011.64,1537232400
11044,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Overcast,76.77,0.91,1011.48,1537236000
11045,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Humid and Overcast,76.49,0.92,1011.23,1537239600
11046,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Drizzle,62.69,0.93,1024.45,1537761600
11047,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,62.54,0.94,1024.68,1537765200
11048,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Drizzle,62.25,0.95,1024.49,1537768800
11049,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,62,0.94,1024.54,1537772400
11050,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,61.95,0.93,1024.42,1537776000
11051,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,62.22,0.93,1024.7,1537779600
11052,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,62.84,0.94,1025.42,1537783200
11053,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,63.09,0.94,1026.18,1537786800
11054,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Drizzle,63.59,0.94,1026.9,1537790400
11055,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Drizzle,63.68,0.95,1027.34,1537794000
11056,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,64.3,0.94,1027.86,1537797600
11057,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,64.73,0.89,1027.95,1537801200
11058,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,66.05,0.89,1027.9,1537804800
11059,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,65.59,0.88,1027.82,1537808400
11060,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,65.92,0.89,1027.67,1537812000
11061,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,65.54,0.88,1027.42,1537815600
11062,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,65.1,0.89,1027.09,1537819200
11063,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,64.97,0.9,1026.86,1537822800
11064,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,64.31,0.91,1026.94,1537826400
11065,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Overcast,64.23,0.91,1027.15,1537830000
11066,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Drizzle,64.73,0.92,1026.99,1537833600
11067,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Drizzle,64.32,0.92,1027.61,1537837200
11068,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Drizzle,64.57,0.93,1027.43,1537840800
11069,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Possible Drizzle,64.23,0.92,1027.22,1537844400
11070,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,65.25,0.86,1026.31,1538366400
11071,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,64.66,0.87,1026.02,1538370000
11072,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,64.8,0.88,1025.98,1538373600
11073,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,63.5,0.89,1025.63,1538377200
11074,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,64.17,0.89,1025.4,1538380800
11075,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,62.31,0.92,1025.45,1538384400
11076,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,62.59,0.93,1025.72,1538388000
11077,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,62.35,0.9,1026.17,1538391600
11078,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,63.82,0.86,1026.46,1538395200
11079,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,66.11,0.85,1026.88,1538398800
11080,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,69.7,0.78,1027,1538402400
11081,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,73.88,0.72,1026.85,1538406000
11082,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,76.21,0.66,1026.51,1538409600
11083,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,78.79,0.61,1025.87,1538413200
11084,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,80.89,0.59,1025.15,1538416800
11085,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,81.62,0.57,1024.44,1538420400
11086,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,82.43,0.58,1023.83,1538424000
11087,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,82.3,0.59,1023.71,1538427600
11088,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,80.74,0.64,1023.5,1538431200
11089,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,77.41,0.73,1023.53,1538434800
11090,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,74.63,0.81,1023.81,1538438400
11091,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,73.24,0.81,1024.28,1538442000
11092,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,72.27,0.85,1024.12,1538445600
11093,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,71.16,0.83,1024.15,1538449200
11094,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,72.94,0.94,1024.2,1538971200
11095,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,71.96,0.93,1024.66,1538974800
11096,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Clear,71.41,0.93,1024.59,1538978400
11097,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Partly Cloudy,70.75,0.94,1024.74,1538982000
11098,Los Angeles USA,38.9032103,-77.0437848,17.27502632,Mostly Cloudy,70.35,0.96,1024.84,1538985600
